1868,1998,2103,2324
3247,3353,3441,3712
4188,4294,4382,4640
4640,4732,4823,5110
5110,5209,5278,5577
6006,6105,6347,6385
6745,6858,7062,7163
7982,8093,8192,8427
8427,8512,8614,8868
8868,8971,9037,9332
9332,9440,9525,9803
9803,9902,9999,10276
10276,10390,10472,10751
10751,10870,10949,11218
11687,11802,11848,12185
12185,12292,12378,12663
12663,12759,12846,13120
13120,13224,13315,13614
13614,13716,13835,14081
14081,14180,14288,14520
14520,14637,14729,15025
16483,16601,16687,16949
16949,17062,17125,17437
17437,17547,17874,17949
17949,18063,18128,18404
18404,18499,18573,18884
19339,19451,19547,19815
20810,20920,20989,21285
22264,22372,22480,22743
22743,22870,22919,23237
24222,24348,24437,24731
24731,24836,24927,25209
25209,25303,25375,25648
25648,25767,25877,26068
26068,26173,26286,26476
26869,26955,27071,27266
27266,27395,27481,27757
