65840,16316,18449,2763
98611,16322,18447,2766
128375,16324,18452,2766
133200,16330,18439,2766
133211,16326,18446,2769
133213,16320,18457,2783
133214,16332,18450,2768
133228,16330,18460,2773
133233,16329,18457,2765
133235,16327,18468,2761
133248,16324,18456,2768
133239,16332,18451,2770
133241,16318,18470,2765
133233,16325,18456,2766
133240,16324,18455,2775
133242,16327,18454,2770
133255,16325,18472,2777
133265,16337,18450,2784
133274,16334,18466,2773
133262,16327,18464,2785
133246,16325,18463,2766
133263,16323,18472,2759
133237,16320,18469,2768
133247,16327,18468,2775
133246,16323,18465,2765
133240,16324,18465,2770
133222,16323,18475,2773
133221,16323,18461,2786
133219,16332,18478,2774
133229,16321,18463,2765
133206,16329,18462,2775
133219,16324,18469,2774
139603,122089,31634,28692
139602,122108,31619,28646
139579,122125,31576,28687
139615,122098,31551,28696
139625,122104,18446,2769
139594,122105,31606,28695
139569,122090,31643,28674
139646,122090,31594,28672
139665,122115,31638,28811
139656,122139,31630,28720
139673,122081,31619,28687
139653,122126,31586,28688
139674,122133,31617,28665
139672,122098,31622,28647
139660,122107,31620,28681
139634,122162,31612,28690
139718,122112,31581,28690
139648,122129,31615,28694
139670,122102,31617,28703
139704,122135,31578,28695
139735,122136,18463,2766
139676,122140,31627,28696
139700,122149,31652,28657
139748,122162,31603,28675
139764,122153,31629,28739
139736,122117,31634,28708
139725,122142,31626,28686
139679,122161,31613,28689
139753,122144,31623,28675
139750,122173,31615,28663
139755,122181,31623,28693
139777,122150,31632,28678
139749,122148,31612,28686
139790,122153,31626,28738
139793,122126,31633,28691
139782,122163,31608,28692
139801,122158,18446,2769
139815,122122,31632,28705
139766,122125,31624,28693
139646,122090,31640,28698
139818,122189,31686,28696
139803,122089,31600,28754
139792,122158,31630,28682
139822,122180,31624,28706
139853,122207,31673,28704
139808,122186,31605,28699
139751,122150,31631,28687
139802,122127,31639,28653
139789,122170,31627,28532
139827,122186,31649,28697
139819,122178,31641,28689
139836,122170,31620,28680
139844,122184,31646,28689
139828,122180,31641,28703
139852,122193,31648,28702
139840,122186,31643,28687
139838,122175,31637,28692
139847,122172,31643,28692
139849,122176,31632,28687
139846,122181,31637,28698
139882,122156,31654,28662
139642,122205,31661,28647
139873,122180,31651,28701
139943,122223,31666,28681
139864,122180,31715,28704
139891,122206,31638,28796
139895,122209,31685,28682
139825,122156,31656,28692
139886,122159,31658,28703
139910,122213,31662,28747
139937,122201,31680,28662
139823,122211,31622,28701
139873,122215,31654,28696
139890,122228,31597,28700
139938,122205,31648,28689
139916,122200,31656,28698
139898,122203,31715,28745
139912,122246,31615,28685
139936,122220,31665,28702
139912,122212,31661,28668
139936,122201,31661,28762
139864,122181,31659,28711
139934,122171,31620,28706
139897,122224,31644,28702
139899,122210,31655,28687
139892,122218,31695,28684
139945,122226,31677,28699
139954,122235,31679,28745
139975,122181,31698,28703
139939,122218,31675,28672
139964,122209,31655,28702
139977,122221,31657,28711
139965,122218,31658,28717
139930,122206,31665,28713
139918,122195,31722,28731
139972,122200,31674,28705
139953,122225,31624,28682
139958,122257,31655,28669
139978,122156,31679,28767
139957,122213,31669,28705
139977,122182,31665,28713
139954,122205,31636,28704
139977,122195,31655,28691
139931,122244,31723,28712
139980,122405,31674,28712
139966,122214,31681,28724
139994,122214,31679,28670
139998,122224,31665,28713
140014,122282,31699,28717
140037,122213,31653,28701
139973,122221,31658,28803
140017,122197,31677,28715
139978,122209,31509,28682
139994,122245,31674,28622
139952,122240,31685,28706
140012,122095,31682,28703
140005,122218,31681,28735
140023,122235,31676,28707
140051,122295,31649,28717
140070,122251,31766,28731
140002,122260,31692,28707
140026,122238,31696,28700
140024,122209,31678,28719
140060,122249,31694,28721
140059,122238,31676,28701
140063,122192,31693,28760
140027,122245,31704,28733
139972,122200,31686,28707
140058,122292,31679,28710
140073,122215,31690,28687
139968,122226,31686,28680
140090,122235,31682,28713
140069,122265,31683,28731
139999,122244,31664,28704
139952,122220,31687,28754
139961,122176,31666,28703
139970,122206,31645,28712
139955,122200,31662,28723
139916,122226,31721,28715
139894,122119,31684,28717
139799,122141,31655,28714
139744,122178,31687,28672
139790,122086,31639,28685
139626,122066,31658,28709
139646,122064,31642,28744
139611,122032,31650,28693
139667,122046,31616,28692
139551,121985,31628,28669
139484,121998,31608,28686
139463,121932,31624,28659
139382,121952,31601,28705
139373,121900,31586,28672
139405,121943,31595,28679
139344,121948,31596,28717
139305,121901,31589,28758
139292,121898,31559,28676
139320,121774,31533,28675
139227,121871,31557,28660
139215,121897,31560,28675
139211,121856,31562,28673
139178,121864,31608,28661
139215,121862,31544,28653
139180,121816,31558,28706
139120,121869,31580,28672
139143,121851,31563,28661
139112,121806,31570,28642
139114,121843,31529,28642
139122,121846,31548,28654
139112,121868,31553,28707
139136,121814,31566,28670
139118,121836,31521,28652
139122,121882,31539,28638
139148,121821,31516,28653
139017,121821,31510,28648
139115,121855,31528,28661
139122,121857,31586,28685
139130,121865,31543,28649
139158,121848,31514,28659
139145,121858,31507,28665
139171,121807,31511,28770
139118,121882,31491,28665
139158,121835,31511,28660
139226,121879,31530,28666
139210,121889,31527,28663
139185,121872,31567,28652
139200,121850,31588,28648
139189,121881,31543,28704
139230,121899,31545,28664
139247,121914,31533,28662
139206,121937,31528,28660
139214,121901,31537,28672
139213,121895,31503,28656
139297,121896,31510,28661
139222,121923,31595,28676
139270,121939,31550,28659
139319,121941,31543,28670
139452,121941,31546,28649
139342,121920,31516,28529
139331,121939,31512,28648
139364,121924,31538,28660
139264,121959,31546,28666
139362,121934,31543,28670
139452,121981,31588,28668
139429,121952,31575,28650
139416,121810,31614,28642
139412,121974,31547,28665
139479,122014,31560,28756
139398,121966,31552,28656
139377,121977,31557,28703
139457,122022,31554,28600
139487,121984,31519,28666
139476,121978,31559,28679
139461,121982,31621,28679
139514,122013,31573,28665
139474,122014,31549,28652
139483,122004,31542,28666
139538,122043,31541,28606
139459,121995,31520,28661
139485,122017,31556,28674
139580,122023,31554,28672
139477,122000,31553,28674
139479,122008,31545,28718
139498,122026,31569,28669
139523,122043,31643,28634
139542,121975,31557,28494
139222,121923,31554,28657
139270,121939,31572,28668
139519,122026,31564,28690
139482,122024,31555,28656
139538,122027,31548,28670
139532,122083,31512,28648
139331,121939,31538,28660
139553,122038,31576,28675
139561,122050,31555,28655
139534,122025,31571,28666
139518,122014,31543,28677
139586,121984,31575,28650
139593,122048,31575,28650
139585,122045,31573,28669
139600,122061,31564,28676
139599,122075,31575,28663
139604,122061,31566,28671
139627,122059,31575,28679
139619,122047,31573,28676
139624,122063,31568,28677
139618,122077,31568,28677
139627,122060,31574,28671
139640,122055,31570,28669
139605,122063,31571,28672
139614,122070,31573,28667
139635,122077,31587,28668
139632,122061,31571,28682
139614,122067,31576,28669
139628,122056,31571,28673
139619,122062,31578,28670
139617,122065,31560,28674
139628,122061,31572,28669
139616,122068,31575,28680
139622,122058,31572,28678
139615,122061,31577,28677
139617,122066,31570,28667
139600,122061,31571,28669
139597,122056,31567,28677
139597,122025,31568,28667
139587,122050,31563,28674
139634,122075,31563,28663
139548,122033,31566,28670
139518,122045,31594,28664
139576,122063,31554,28673
139598,122019,31594,28646
139572,121990,31561,28665
139528,122045,31570,28664
139501,122016,31576,28718
139548,122034,31584,28618
139553,122040,31543,28665
139544,122065,31568,28672
139566,122029,31489,28648
139527,122019,31559,28671
139536,122027,31590,28633
139563,121997,31536,28656
139546,122013,31502,28640
139542,122021,31558,28669
139532,121972,31565,28618
139501,121996,31567,28671
139614,122067,31567,28693
139536,122055,31534,28657
139562,121953,31551,28668
139518,122008,31562,28665
139555,122016,31616,28680
139569,122057,31570,28649
139564,122033,31573,28734
139538,122040,31590,28664
