29,-1
85,105
220,177
381,369
490,441
650,645
813,763
942,938
1220,1240
1478,1472
1765,1767
1993,1984
2347,2353
2564,2598
2826,2808
3343,3392
3638,3676
3902,3937
4185,4198
4457,4475
4726,4762
5044,5029
5327,5351
5574,5614
5874,5869
6038,5988
6149,6166
6437,6463
6669,6718
6959,6966
7221,7230
7500,7506
7783,7794
8026,8042
8275,8324
8514,8530
8816,8834
9087,9136
9377,9374
9519,9476
9647,9653
9914,9953
10067,10040
10491,10501
10758,10797
11022,11071
11344,11319
11628,11616
11745,11729
11870,11868
12159,12182
12465,12465
12683,12683
12840,12792
12998,12977
13228,13269
13521,13539
13810,13821
14294,14254
14557,14590
14830,14841
15114,15163
15381,15393
15678,15687
15941,15953
16062,16032
16233,16223
16489,16500
16755,16771
17036,17054
17306,17310
17569,17576
17851,17831
18113,18134
18385,18405
18486,18436
18632,18681
18906,18913
19183,19221
19460,19475
19720,19716
19953,19969
20199,20248
20469,20453
20740,20743
20996,21036
21267,21252
21554,21559
21783,21817
22082,22073
22189,22139
22340,22333
22606,22589
22760,22710
22878,22853
23137,23149
23385,23434
23660,23693
23935,23950
24189,24214
24496,24511
24734,24753
25010,25046
25281,25281
25562,25574
26014,26043
26235,26231
26381,26331
26525,26541
26738,26733
27006,27008
27216,27224
27709,27741
