87,88
90,88
424,411
713,722
2325,2327
2620,2642
2916,2916
3265,3285
3654,3656
4029,4024
4824,4825
5242,5230
5596,5599
6010,5997
6426,6421
6845,6838
7255,7242
7654,7647
8057,8069
8478,8473
8893,8894
9296,9279
9675,9692
10095,10089
10495,10487
10891,10894
11283,11279
11688,11675
12077,12075
12486,12471
12889,12889
13295,13281
13700,13719
14112,14095
14498,14497
14901,14889
15332,15329
15725,15720
16525,16517
16912,16907
17304,17329
17714,17696
18095,18095
18879,18919
19283,19285
19655,19666
20032,20036
20399,20397
20772,20755
21129,21129
21513,21511
21913,21904
22301,22305
22698,22676
23088,23093
23508,23497
23912,23907
24328,24314
24753,24759
25166,25147
25504,25505
25917,25910
26312,26305
26745,26726
27158,27166
27552,27559
27946,27936
28343,28334
28741,28738
29142,29128
29516,29523
