18,-1
1050,1034
2173,2140
2508,2490
2866,2816
3213,3169
3628,3620
4049,4081
4459,4476
4881,4877
5924,5967
6259,6267
6582,6572
6921,6921
7284,7272
7644,7655
7981,7991
8730,8731
9125,9174
9235,9185
9552,9544
9973,9966
10372,10360
10773,10773
11184,11184
11578,11575
12315,12341
12646,12640
12961,12965
13290,13265
13635,13630
13963,13972
14287,14293
14611,14621
15306,15307
15697,15673
16070,16089
16471,16451
16850,16845
17241,17249
17632,17631
18015,17999
18392,18402
18775,18771
19129,19124
19509,19491
19900,19893
20285,20286
20655,20645
21035,21047
21431,21414
21782,21809
22175,22159
22558,22569
22966,22949
23340,23322
23718,23714
24100,24091
24487,24511
24886,24866
25278,25259
25589,25582
25918,25942
26252,26247
26620,26608
26965,26984
27290,27307
27638,27633
27968,27966
