44,-1
104,75
472,473
603,553
928,932
1366,1376
1786,1800
2227,2229
2676,2674
3129,3163
3591,3606
4058,4059
4519,4542
4969,4971
5423,5434
5896,5913
6362,6377
6824,6840
7300,7329
7761,7777
8192,8222
8662,8652
9084,9091
9543,9554
10011,10011
10453,10466
10905,10954
11379,11426
11843,11860
12286,12294
12729,12749
13197,13216
14042,14052
14527,14514
14984,14989
15476,15458
15923,15937
16396,16424
16868,16875
17337,17353
17787,17777
18235,18257
18719,18709
19131,19149
19602,19620
20076,20085
20520,20546
20958,20973
21429,21442
21908,21909
22369,22389
22830,22825
23304,23341
23786,23801
24218,24240
24676,24690
25146,25171
25612,25613
26053,26051
26518,26536
26987,26995
27461,27483
27904,27897
