28,-1
337,385
773,768
1151,1138
1557,1547
1998,1962
2433,2429
2912,2935
3055,3007
3353,3374
3827,3876
4294,4305
4732,4731
5209,5192
5696,5697
6105,6109
6505,6487
6858,6905
7270,7275
7381,7331
7674,7679
7780,7730
8093,8120
8512,8539
8971,8946
9440,9455
9902,9905
10390,10439
10870,10842
11314,11319
11802,11783
12292,12277
12759,12757
13224,13258
13716,13705
14180,14155
14637,14686
15127,15176
15232,15182
15594,15595
16123,16091
16601,16591
17062,17047
17547,17527
18063,18041
18499,18493
19003,18980
19451,19455
19910,19938
20013,19963
20419,20450
20920,20943
21399,21400
21886,21887
21998,21948
22372,22387
22870,22857
23349,23348
23453,23464
23830,23828
23930,23912
24348,24332
24836,24842
25303,25319
25767,25773
26173,26174
26565,26586
26955,26962
27395,27383
27874,27866
28311,28323
