132,151
543,541
957,947
1365,1350
1791,1789
2177,2172
2600,2575
3032,3017
3471,3465
3901,3888
4317,4291
4749,4728
5170,5166
5608,5599
6039,6030
6486,6475
6914,6901
7346,7329
7773,7760
8166,8164
8571,8581
9438,9442
9846,9846
10260,10270
10683,10675
11101,11089
11507,11502
11931,11931
12367,12341
12780,12768
13182,13182
13609,13590
13967,13951
14392,14390
14801,14792
15201,15188
15601,15601
16019,16015
16443,16422
16856,16852
17288,17277
17716,17699
18156,18152
18585,18587
19022,19006
19434,19424
19880,19882
20296,20319
20729,20700
21153,21129
21558,21558
21979,21989
22390,22376
22790,22792
23199,23209
23610,23593
24025,24021
24448,24423
24846,24852
25270,25254
26750,26714
27103,27073
27467,27452
27837,27858
28561,28555
