48,-1
62,29
285,294
419,378
550,576
661,691
824,859
941,891
1147,1139
1757,1711
1923,1949
2206,2178
2479,2494
2727,2767
3057,3054
3312,3361
3416,3437
3624,3647
3912,3921
4453,4440
4754,4704
5013,5010
5261,5295
5499,5525
6017,5996
6441,6433
6572,6558
6767,6785
7063,7057
7336,7350
7547,7514
7844,7889
8049,8057
8858,8871
9143,9159
9255,9267
9410,9452
9717,9723
9827,9778
9988,9994
10263,10304
10407,10375
10606,10559
10875,10837
11132,11116
11697,11746
11970,11997
12242,12253
12516,12549
12815,12811
13094,13060
13225,13175
13359,13390
13638,13652
13891,13918
14172,14198
14472,14484
14753,14720
15006,15008
15337,15381
15561,15544
15885,15883
16135,16142
16411,16420
16699,16668
17258,17255
17534,17485
17806,17790
18060,18082
18344,18338
18595,18633
18891,18895
19146,19175
19447,19442
19683,19703
19996,19994
20272,20267
20540,20539
20807,20800
21083,21081
21375,21325
21643,21665
22168,22160
22423,22457
22702,22706
23000,22981
23251,23281
23575,23581
23811,23805
24207,24247
24358,24376
24609,24654
24911,24960
25201,25185
25305,25255
25506,25492
25775,25783
26058,26066
26319,26368
26665,26623
26884,26895
27131,27180
27419,27437
27737,27727
