63,94
455,442
798,802
1216,1215
1574,1575
1987,1983
2347,2396
2724,2759
3124,3152
3520,3553
3925,3945
4359,4359
4788,4788
5196,5210
5624,5654
6056,6051
7249,7279
7708,7717
8122,8135
8539,8540
8968,8969
9378,9388
9818,9823
10265,10274
10693,10708
11125,11149
11550,11562
11976,11983
12345,12325
12757,12773
13161,13162
13570,13582
13997,13955
14397,14399
14819,14793
15175,15224
15639,15665
16051,16063
16467,16451
16868,16872
17260,17235
17626,17645
17964,17949
18323,18333
18705,18735
19101,19145
19498,19508
19937,19941
20335,20352
20715,20706
21133,21153
21531,21542
21976,21967
22388,22428
22813,22814
23243,23264
23641,23652
24066,24072
24493,24516
24927,24949
25333,25345
25763,25779
26200,26204
26626,26671
27074,27065
27489,27495
27925,27906
