27,-1
147,157
517,546
989,968
1400,1434
1814,1849
1935,1887
2192,2239
2606,2647
3118,3154
3554,3578
3946,3992
4401,4403
4824,4865
4926,4876
5257,5292
5699,5721
6983,7002
7453,7446
7827,7876
9091,9116
9507,9515
9885,9845
11170,11142
11498,11547
11947,11996
12793,12805
13224,13212
13334,13300
13645,13663
14040,14073
14510,14505
14895,14897
15397,15378
15778,15777
15881,15886
16207,16255
16668,16700
17058,17075
17532,17551
17958,17968
18390,18411
18841,18814
19172,19201
19291,19241
19600,19640
19702,19685
20014,20027
21291,21287
21652,21672
21752,21715
22082,22115
22184,22134
22504,22493
22856,22857
23296,23308
24039,24076
24465,24452
24811,24791
25613,25619
26020,26002
26404,26395
26806,26826
27230,27226
27333,27283
27648,27652
28083,28100
28490,28504
28630,28580
28894,28905
