71,57
74,57
374,395
668,658
969,990
1278,1266
1582,1570
1903,1890
2205,2192
2514,2498
2809,2795
3103,3093
3396,3382
3687,3678
3961,3951
4237,4237
4525,4507
4807,4800
5098,5082
5388,5374
5657,5643
5938,5927
6227,6216
6524,6516
6815,6804
7099,7084
7385,7372
7679,7669
7973,7964
8273,8268
8568,8546
8847,8837
9130,9122
9433,9420
9727,9714
10023,10018
10313,10308
10608,10593
10900,10880
11180,11174
11476,11467
11756,11746
12042,12035
12321,12314
12573,12566
12827,12818
13108,13102
13401,13384
13674,13667
13936,13930
14201,14197
14485,14479
14767,14757
15058,15044
15350,15326
15623,15614
15918,15901
16202,16189
16491,16480
16794,16790
17100,17089
