27,-1
60,20
420,418
829,844
1187,1214
1585,1622
1971,1964
2337,2363
2721,2731
3891,3900
4299,4285
4683,4712
5045,5047
5462,5478
5851,5868
6253,6272
6638,6643
7031,7028
7417,7418
7806,7832
8191,8215
8598,8587
8976,8999
9385,9407
10565,10574
10666,10616
10948,10955
11332,11323
11704,11688
12469,12474
12836,12861
13218,13219
13548,13548
13918,13928
14311,14326
14705,14719
15118,15129
15522,15522
15933,15959
16348,16329
16769,16745
17182,17194
17579,17628
17998,18047
18395,18407
18776,18773
19991,20005
20400,20417
20830,20856
21239,21235
21665,21669
22076,22103
22492,22489
22883,22895
24859,24846
25314,25277
25429,25379
25646,25638
26033,26038
27236,27233
27648,27664
