117,166
135,175
243,223
602,639
713,681
825,775
1026,1066
1144,1131
1497,1516
1614,1641
3492,3511
3991,3958
4457,4476
4885,4905
5405,5372
5877,5863
5980,5931
8251,8259
8714,8756
8850,8864
9212,9222
10192,10194
10596,10573
12072,12022
12517,12566
12969,13018
13074,13045
13464,13513
13940,13944
14382,14384
14846,14895
14948,14937
15341,15373
15808,15814
16283,16311
16775,16824
17227,17253
17716,17753
17822,17796
18190,18195
18320,18270
18659,18683
19132,19147
19608,19617
20033,20025
20461,20467
20833,20864
20942,20892
21222,21211
21336,21326
21614,21604
22036,22035
22505,22521
22988,23018
23088,23119
23413,23449
23895,23918
24389,24386
24850,24864
25298,25292
25403,25385
25767,25776
25883,25833
26266,26251
26723,26723
27242,27243
27757,27758
