45,-1
60,101
575,624
1206,1253
1631,1680
2153,2160
2645,2694
3173,3159
3631,3679
3885,3835
4580,4615
5068,5078
5377,5327
6521,6570
7031,7061
7506,7550
8016,8017
8492,8541
8995,9044
9483,9532
9993,10022
10470,10507
11897,11943
12392,12401
12876,12897
13392,13433
13868,13917
14865,14901
15340,15389
15833,15844
16202,16160
16322,16364
16780,16829
17252,17251
17758,17766
18711,18732
19223,19241
19725,19741
20208,20256
20758,20762
21234,21274
21769,21782
22238,22284
22759,22756
23183,23213
23670,23699
24160,24184
24667,24670
25119,25168
25601,25628
26067,26116
26593,26605
27053,27066
27549,27566
28513,28562
28957,28955
