19,-1
359,373
716,710
1045,1072
1391,1395
1765,1754
2083,2080
2392,2394
2720,2725
3063,3070
3425,3436
3789,3773
4136,4123
4495,4476
4864,4858
5217,5218
5587,5587
5973,5978
6299,6294
6669,6689
7053,7053
7433,7443
7804,7789
8176,8155
8535,8552
8863,8876
9206,9204
9544,9537
9916,9894
10251,10278
10575,10576
11262,11260
11613,11624
11988,12007
12725,12749
13111,13119
13488,13480
13883,13879
14234,14234
14995,15028
15353,15367
15664,15671
16085,16134
16464,16448
16833,16820
17212,17211
17988,18037
18366,18361
18733,18732
19129,19113
19507,19504
19879,19891
20262,20253
20637,20632
21010,21023
21335,21341
21722,21716
22106,22106
22470,22482
22867,22881
23257,23264
23652,23656
