387,429
1645,1685
2085,2086
2504,2467
2946,2949
3409,3440
3817,3836
4258,4278
4692,4694
5086,5103
5505,5510
5908,5885
6285,6288
6692,6718
7098,7084
7490,7498
7911,7908
8296,8297
8662,8665
9010,9008
9374,9385
9769,9780
10166,10161
10525,10558
12021,12012
12397,12407
12757,12775
13154,13145
13271,13221
13562,13552
13675,13674
13998,13994
14412,14401
14853,14852
15288,15287
15699,15695
16496,16477
16897,16879
17283,17266
17689,17683
18076,18094
18478,18471
18895,18899
19326,19348
19763,19765
20180,20202
20600,20609
21004,21006
21106,21056
21409,21429
21815,21824
22557,22561
23208,23185
23574,23569
23685,23635
23929,23938
24047,23997
