26,-1
30,-1
220,225
422,424
607,615
810,816
1006,1003
1198,1204
1395,1402
1590,1596
1782,1791
1979,1986
2162,2169
2359,2367
2556,2555
2736,2744
2931,2937
3126,3142
3320,3324
3520,3525
3703,3712
3904,3910
4095,4110
4287,4293
4484,4491
4679,4688
4875,4882
5063,5083
5273,5274
5452,5468
5644,5652
5844,5852
6041,6048
6234,6243
6436,6444
6638,6637
6834,6844
7035,7042
7234,7235
7424,7432
7627,7632
7819,7830
8022,8028
8212,8231
8428,8431
8610,8626
8818,8826
9014,9022
9221,9226
9410,9417
9621,9623
9815,9822
10027,10026
10213,10219
10420,10430
10607,10619
10818,10818
11014,11019
11212,11215
11406,11412
11612,11616
11797,11812
12006,12007
12194,12201
12387,12394
12589,12594
12780,12791
12982,12993
13174,13188
13378,13383
13567,13575
13770,13777
13959,13966
14146,14148
14341,14340
14537,14551
14722,14728
14935,14934
15117,15125
15318,15324
15508,15515
15710,15719
15903,15918
16101,16109
16305,16304
16496,16505
16690,16696
16883,16893
17078,17086
