89,98
92,98
303,312
516,511
718,719
916,916
1123,1123
1329,1333
1539,1541
1735,1742
1951,1954
2142,2145
2351,2351
2549,2549
2738,2745
2948,2956
3154,3155
3354,3358
3556,3562
3752,3761
3947,3953
4156,4172
4356,4361
4555,4562
4760,4769
4960,4966
5157,5157
5366,5372
5562,5574
5770,5780
5970,5971
6172,6177
6373,6375
6576,6586
6772,6781
6981,6979
7188,7191
7392,7398
7571,7580
7773,7779
7978,7984
8186,8192
8386,8393
8585,8592
8796,8802
9008,9012
9220,9227
9429,9432
9634,9638
9838,9856
10052,10057
10253,10257
10469,10465
10686,10683
10885,10894
11090,11094
11296,11295
11501,11507
11703,11708
11913,11933
12112,12116
12325,12330
12527,12525
12741,12744
12944,12956
13152,13160
13358,13371
13563,13566
13773,13778
13983,13983
14188,14199
14387,14398
14599,14601
14805,14802
15015,15016
15214,15220
15432,15433
15625,15636
15835,15837
16033,16044
16240,16249
16426,16426
16621,16624
16831,16846
17043,17048
17261,17263
