92,72
98,72
389,364
690,673
997,972
1290,1269
1575,1572
1889,1880
2191,2177
2489,2497
2784,2768
3094,3082
3390,3370
3675,3670
3976,3956
4383,4333
4580,4584
4882,4869
5195,5174
5486,5480
5791,5796
6118,6134
6439,6433
6756,6752
7059,7061
7380,7375
7682,7678
8008,8016
8324,8323
8638,8636
8966,8972
9286,9292
9601,9601
9919,9901
10228,10230
10329,10279
10543,10540
10857,10848
11180,11161
11494,11516
11797,11790
12104,12108
12210,12220
12436,12430
12735,12733
13041,13024
13348,13347
13663,13674
13966,13986
