129012,107473,107411,96828
129667,107512,107985,96518
127610,106921,107230,96736
128853,107228,108018,96669
129054,107610,106858,96376
128543,107509,107989,95685
127669,107219,107996,96501
128336,107750,108679,96534
129045,107768,108269,96422
127005,107299,108011,96174
127730,107378,108215,96539
128400,107529,108141,96558
129873,107778,107425,96394
128369,107256,107280,96191
128376,107598,108973,96493
129669,107831,107461,96322
127909,107245,106737,96201
127992,106443,108106,96584
129185,107557,107824,96517
130070,107816,107489,97087
127953,107253,107289,96221
129069,107424,108065,96566
129098,107560,108012,96555
129805,107066,107506,96033
127977,107978,107303,96244
129108,107268,108074,97144
129069,107555,108414,96396
129765,107567,108070,96585
128373,107607,107326,96634
128194,107289,108120,97085
129102,107582,107375,96232
129098,107577,107342,96477
128059,107799,108368,96127
129121,107819,107589,96410
128361,107569,108150,96231
128333,107205,108177,96664
128450,107577,109018,96641
129647,107854,107218,96164
129605,107490,107905,96237
129030,106657,108163,96628
129145,107603,108132,96608
129844,107869,107949,97103
129667,107512,107401,96238
129132,107324,108191,96576
129161,107587,107230,96736
129865,107511,108018,96669
128543,107509,107400,96805
129162,107313,108207,97158
129144,107605,107452,96263
129177,107603,107421,96857
128076,107363,108170,97029
129137,108006,108215,96539
129154,107557,108302,96093
128369,107256,107458,96782
128480,107597,109189,96611
129220,107919,108973,96493
129669,107831,108249,96282
129134,107579,108254,96625
129411,107551,107853,96675
128525,107316,109042,97030
129214,107573,109060,97015
129873,107590,109053,97032
129098,107560,109051,97023
128289,107344,109058,97042
129217,107977,109070,97032
128709,107581,109074,97046
128569,107313,108277,96661
129236,107958,108284,96798
128194,107289,107513,96311
129102,107582,108293,97241
129501,107598,108236,96700
130104,107900,107620,96689
128059,107799,107620,96694
129252,107546,108326,95813
129387,107581,108242,96648
129926,107235,109080,96682
128450,107577,108331,96319
129290,106852,108480,96679
129253,107575,108392,96700
129885,107624,107587,96320
129145,107603,108290,96684
128714,107322,108424,96697
129255,107895,107600,96347
128027,107328,108406,97290
128174,107635,108394,96697
129258,108164,107652,96332
129162,107611,108412,97177
129144,107605,108365,96718
128593,107619,107650,96671
129718,107906,108455,96345
128076,107363,108430,96462
129137,108006,108588,96746
129506,107620,109159,96635
129958,107895,109053,97032
128480,107597,107158,96362
129292,107557,108465,96738
129305,107625,108153,96673
130006,107612,109070,97032
129411,107551,107685,96372
129293,107345,108465,96720
129328,107650,108277,96720
129324,107344,107714,96374
129245,107337,108479,96760
129322,107668,108293,97241
129022,107649,108236,96700
128709,107581,107723,96800
128590,107721,108476,97363
129288,107887,107620,96694
129236,107958,108498,96684
129277,107598,107734,96628
128607,107621,108787,96250
130152,107894,109080,96682
130104,107900,108556,96381
129252,107546,108572,96802
129305,107645,109422,96801
130040,107071,108392,96700
129926,107235,108296,96377
129296,107249,108558,96757
129254,107637,108526,96763
129328,107345,107800,96402
129309,107363,108560,96750
129306,107651,108406,96764
129334,107640,108394,96697
128027,107328,107811,96437
